date,product,category,region,channel,quantity,revenue,profit,profit_margin,year,month,quarter,year_month
2023-06-14,Wireless Headphones,Peripherals,Central,Partner,97,144954.31,29652.11,20.46,2023,6,2,2023-06
2023-06-15,Monitor 4K,Computers,South,Partner,37,8892.15,1714.83,19.28,2023,6,2,2023-06
2023-06-15,Laptop Pro,Computers,Central,Direct,16,27420.33,6067.01,22.13,2023,6,2,2023-06
2023-06-15,Monitor 4K,Accessories,North,Online,25,31040.6,9491.96,30.58,2023,6,2,2023-06
2023-06-15,Wireless Headphones,Electronics,West,Partner,75,118039.93,43271.79,36.66,2023,6,2,2023-06
2023-06-15,Printer Laser,Peripherals,Central,Online,51,32448.48,10043.74,30.95,2023,6,2,2023-06
2023-06-15,Webcam HD,Peripherals,North,Online,18,35398.26,3545.91,10.02,2023,6,2,2023-06
2023-06-15,Webcam HD,Electronics,West,Retail,25,6238.98,1112.59,17.83,2023,6,2,2023-06
2023-06-16,Tablet Plus,Peripherals,North,Partner,71,73220.02,11563.78,15.79,2023,6,2,2023-06
2023-06-16,Wireless Headphones,Peripherals,North,Online,83,130222.22,35571.05,27.32,2023,6,2,2023-06
2023-06-16,Smartphone X,Computers,South,Retail,72,120352.93,34183.66,28.4,2023,6,2,2023-06
2023-06-16,External SSD,Audio,Central,Online,29,57261.28,9331.87,16.3,2023,6,2,2023-06
2023-06-16,Keyboard Mechanical,Electronics,West,Partner,92,151282.54,55510.32,36.69,2023,6,2,2023-06
2023-06-17,Mouse Gaming,Audio,South,Online,3,5748.46,1178.81,20.51,2023,6,2,2023-06
2023-06-17,Printer Laser,Accessories,West,Retail,2,1670.47,188.45,11.28,2023,6,2,2023-06
2023-06-17,Smart Watch,Electronics,Central,Online,74,137738.42,41762.87,30.32,2023,6,2,2023-06
2023-06-18,Desktop Computer,Computers,Central,Partner,11,13279.42,1728.95,13.02,2023,6,2,2023-06
2023-06-18,External SSD,Audio,South,Online,27,6681.22,2621.17,39.23,2023,6,2,2023-06
2023-06-18,Printer Laser,Computers,Central,Retail,43,48427.68,12976.42,26.8,2023,6,2,2023-06
2023-06-18,Monitor 4K,Electronics,West,Online,83,110999.51,16126.63,14.53,2023,6,2,2023-06
2023-06-18,Laptop Pro,Accessories,Central,Retail,70,85235.18,24701.94,28.98,2023,6,2,2023-06
2023-06-18,Monitor 4K,Electronics,West,Partner,59,109545.9,20328.96,18.56,2023,6,2,2023-06
2023-06-19,Printer Laser,Audio,North,Direct,93,70715.7,12110.7,17.13,2023,6,2,2023-06
2023-06-19,Keyboard Mechanical,Peripherals,West,Direct,35,29107.94,4717.74,16.21,2023,6,2,2023-06
2023-06-19,External SSD,Computers,South,Retail,73,118304.45,24281.36,20.52,2023,6,2,2023-06
2023-06-19,Wireless Headphones,Audio,West,Direct,96,84123.63,15268.62,18.15,2023,6,2,2023-06
2023-06-19,Desktop Computer,Accessories,Central,Partner,49,73668.89,25977.12,35.26,2023,6,2,2023-06
2023-06-19,External SSD,Peripherals,West,Retail,97,117430.54,22603.55,19.25,2023,6,2,2023-06
2023-06-19,Desktop Computer,Computers,North,Direct,80,147153.85,38620.42,26.24,2023,6,2,2023-06
2023-06-20,Smart Watch,Peripherals,Central,Partner,21,37347.6,13020.59,34.86,2023,6,2,2023-06
2023-06-20,Monitor 4K,Audio,West,Partner,13,14491.71,5052.42,34.86,2023,6,2,2023-06
2023-06-20,Keyboard Mechanical,Audio,West,Direct,97,178840.36,24105.19,13.48,2023,6,2,2023-06
2023-06-20,Mouse Gaming,Audio,South,Online,77,34914.99,13910.63,39.84,2023,6,2,2023-06
2023-06-20,Desktop Computer,Accessories,South,Retail,40,26975.89,4856.56,18.0,2023,6,2,2023-06
2023-06-20,Tablet Plus,Peripherals,West,Partner,69,91920.91,36725.17,39.95,2023,6,2,2023-06
2023-06-20,Printer Laser,Computers,Central,Direct,46,60169.03,23925.23,39.76,2023,6,2,2023-06
2023-06-20,External SSD,Accessories,East,Direct,82,36361.2,12879.15,35.42,2023,6,2,2023-06
2023-06-20,Desktop Computer,Peripherals,South,Retail,22,23645.54,7450.03,31.51,2023,6,2,2023-06
2023-06-20,Printer Laser,Electronics,North,Partner,43,60097.33,12403.35,20.64,2023,6,2,2023-06
2023-06-21,Monitor 4K,Audio,South,Retail,77,58800.0,8592.85,14.61,2023,6,2,2023-06
2023-06-21,Wireless Headphones,Computers,North,Retail,49,85335.87,21921.62,25.69,2023,6,2,2023-06
2023-06-21,Desktop Computer,Audio,North,Partner,17,32639.72,6499.6,19.91,2023,6,2,2023-06
2023-06-21,Tablet Plus,Electronics,North,Online,30,2371.82,362.22,15.27,2023,6,2,2023-06
2023-06-21,Laptop Pro,Audio,South,Retail,78,40696.88,14255.46,35.03,2023,6,2,2023-06
2023-06-21,Webcam HD,Electronics,South,Partner,38,13536.11,4229.34,31.24,2023,6,2,2023-06
2023-06-21,Wireless Headphones,Computers,South,Online,88,77051.13,17769.38,23.06,2023,6,2,2023-06
2023-06-22,Keyboard Mechanical,Peripherals,West,Online,35,40837.73,13579.93,33.25,2023,6,2,2023-06
2023-06-22,Smartphone X,Computers,North,Direct,12,1399.87,400.97,28.64,2023,6,2,2023-06
2023-06-22,Monitor 4K,Computers,South,Partner,36,26599.24,4645.02,17.46,2023,6,2,2023-06
2023-06-22,Smartphone X,Peripherals,South,Online,68,50151.0,16835.84,33.57,2023,6,2,2023-06
2023-06-23,Mouse Gaming,Computers,South,Direct,83,19126.72,6735.86,35.22,2023,6,2,2023-06
2023-06-23,Printer Laser,Accessories,North,Retail,7,13082.11,3049.58,23.31,2023,6,2,2023-06
2023-06-24,Desktop Computer,Peripherals,South,Retail,23,40116.51,13268.42,33.07,2023,6,2,2023-06
2023-06-24,External SSD,Accessories,Central,Online,58,18549.17,2990.91,16.12,2023,6,2,2023-06
2023-06-24,Mouse Gaming,Computers,Central,Retail,17,3016.7,976.78,32.38,2023,6,2,2023-06
2023-06-24,Webcam HD,Electronics,North,Direct,4,7948.22,1176.9,14.81,2023,6,2,2023-06
2023-06-24,Smartphone X,Accessories,East,Retail,3,3408.93,1029.75,30.21,2023,6,2,2023-06
2023-06-25,Tablet Plus,Accessories,Central,Partner,26,18368.0,6339.52,34.51,2023,6,2,2023-06
2023-06-25,External SSD,Electronics,West,Partner,24,8184.19,1216.3,14.86,2023,6,2,2023-06
2023-06-25,Tablet Plus,Peripherals,South,Partner,61,116850.3,34593.2,29.6,2023,6,2,2023-06
2023-06-25,External SSD,Electronics,South,Retail,48,74626.18,24849.69,33.3,2023,6,2,2023-06
2023-06-26,Laptop Pro,Audio,East,Partner,12,15641.94,5160.66,32.99,2023,6,2,2023-06
2023-06-26,External SSD,Accessories,South,Online,10,8913.56,1787.77,20.06,2023,6,2,2023-06
2023-06-26,Keyboard Mechanical,Electronics,East,Partner,95,118938.61,40623.09,34.15,2023,6,2,2023-06
2023-06-26,Smart Watch,Peripherals,South,Direct,26,30456.01,4422.36,14.52,2023,6,2,2023-06
2023-06-27,Smartphone X,Accessories,East,Online,69,99145.83,14484.82,14.61,2023,6,2,2023-06
2023-06-27,Printer Laser,Peripherals,North,Retail,9,3791.94,522.86,13.79,2023,6,2,2023-06
2023-06-27,Webcam HD,Peripherals,East,Partner,54,23619.29,4966.66,21.03,2023,6,2,2023-06
2023-06-27,Mouse Gaming,Computers,North,Direct,88,147287.9,56628.16,38.45,2023,6,2,2023-06
2023-06-27,Wireless Headphones,Electronics,North,Retail,58,50214.43,7049.71,14.04,2023,6,2,2023-06
2023-06-27,Mouse Gaming,Computers,West,Partner,41,13266.71,4677.78,35.26,2023,6,2,2023-06
2023-06-27,Smartphone X,Accessories,South,Retail,82,99741.19,34821.32,34.91,2023,6,2,2023-06
2023-06-28,Laptop Pro,Accessories,East,Partner,15,13210.36,1697.53,12.85,2023,6,2,2023-06
2023-06-28,Keyboard Mechanical,Accessories,South,Online,43,26490.54,6040.36,22.8,2023,6,2,2023-06
2023-06-28,Desktop Computer,Computers,Central,Direct,15,28694.19,9726.82,33.9,2023,6,2,2023-06
2023-06-28,Laptop Pro,Audio,West,Retail,14,3286.0,1121.08,34.12,2023,6,2,2023-06
2023-06-28,Keyboard Mechanical,Electronics,Central,Direct,2,1331.04,137.82,10.35,2023,6,2,2023-06
2023-06-28,Smartphone X,Electronics,South,Online,31,23205.75,6420.01,27.67,2023,6,2,2023-06
2023-06-28,External SSD,Computers,West,Online,71,70252.3,26390.65,37.57,2023,6,2,2023-06
2023-06-29,Smartphone X,Electronics,South,Online,45,16626.31,4271.33,25.69,2023,6,2,2023-06
2023-06-29,Mouse Gaming,Computers,East,Online,61,66813.15,13230.52,19.8,2023,6,2,2023-06
2023-06-29,Monitor 4K,Computers,East,Partner,42,24157.59,8235.82,34.09,2023,6,2,2023-06
2023-06-29,Wireless Headphones,Accessories,East,Partner,56,8484.09,2144.12,25.27,2023,6,2,2023-06
2023-06-29,Webcam HD,Peripherals,North,Partner,18,31040.85,11404.07,36.74,2023,6,2,2023-06
2023-06-29,Mouse Gaming,Accessories,East,Retail,39,18104.38,4497.0,24.84,2023,6,2,2023-06
2023-06-29,Webcam HD,Audio,West,Online,85,37682.98,14290.42,37.92,2023,6,2,2023-06
2023-06-29,Printer Laser,Audio,Central,Retail,97,76684.41,13546.02,17.66,2023,6,2,2023-06
2023-06-30,Keyboard Mechanical,Audio,South,Retail,88,4545.6,605.18,13.31,2023,6,2,2023-06
2023-06-30,Tablet Plus,Accessories,Central,Retail,30,7467.42,2561.13,34.3,2023,6,2,2023-06
2023-06-30,Desktop Computer,Computers,North,Retail,67,122877.79,38272.48,31.15,2023,6,2,2023-06
2023-06-30,External SSD,Audio,East,Online,37,63352.26,19129.8,30.2,2023,6,2,2023-06
2023-07-01,Mouse Gaming,Computers,West,Online,69,87151.22,31938.31,36.65,2023,7,3,2023-07
2023-07-01,Webcam HD,Electronics,South,Retail,16,23734.48,5059.23,21.32,2023,7,3,2023-07
2023-07-01,Smart Watch,Accessories,West,Partner,46,10589.36,2897.34,27.36,2023,7,3,2023-07
2023-07-02,Tablet Plus,Audio,Central,Direct,28,20620.54,4648.98,22.55,2023,7,3,2023-07
2023-07-02,Tablet Plus,Electronics,South,Direct,74,78611.18,28604.65,36.39,2023,7,3,2023-07
2023-07-02,Webcam HD,Audio,North,Retail,56,61837.03,10235.01,16.55,2023,7,3,2023-07
2023-07-03,Tablet Plus,Accessories,West,Partner,73,6730.28,1760.78,26.16,2023,7,3,2023-07
2023-07-03,Smartphone X,Electronics,Central,Retail,80,41591.14,10727.88,25.79,2023,7,3,2023-07
2023-07-03,External SSD,Audio,West,Direct,24,43826.99,13566.93,30.96,2023,7,3,2023-07
2023-07-03,Laptop Pro,Computers,West,Partner,24,17754.24,2189.48,12.33,2023,7,3,2023-07
2023-07-03,External SSD,Computers,East,Online,75,93531.26,31172.83,33.33,2023,7,3,2023-07
2023-07-03,Desktop Computer,Electronics,South,Retail,92,139554.45,48323.62,34.63,2023,7,3,2023-07
2023-07-03,Wireless Headphones,Peripherals,West,Direct,26,21098.16,5523.1,26.18,2023,7,3,2023-07
2023-07-03,Printer Laser,Accessories,East,Online,27,39711.18,13879.97,34.95,2023,7,3,2023-07
2023-07-03,Desktop Computer,Computers,Central,Retail,82,145693.24,49756.05,34.15,2023,7,3,2023-07
2023-07-03,Monitor 4K,Peripherals,East,Retail,80,51229.41,6603.48,12.89,2023,7,3,2023-07
2023-07-03,Smart Watch,Electronics,Central,Retail,7,4094.35,1089.13,26.6,2023,7,3,2023-07
2023-07-04,External SSD,Peripherals,Central,Partner,42,12699.66,3513.43,27.67,2023,7,3,2023-07
2023-07-04,Smart Watch,Electronics,South,Online,44,12256.37,4879.53,39.81,2023,7,3,2023-07
2023-07-04,External SSD,Computers,East,Retail,4,212.33,50.85,23.95,2023,7,3,2023-07
2023-07-04,Wireless Headphones,Accessories,West,Retail,18,8851.66,1296.62,14.65,2023,7,3,2023-07
2023-07-04,Mouse Gaming,Accessories,East,Online,85,17521.42,3306.15,18.87,2023,7,3,2023-07
2023-07-04,Monitor 4K,Computers,East,Partner,62,49866.0,5507.6,11.04,2023,7,3,2023-07
2023-07-05,Smartphone X,Peripherals,North,Partner,82,41822.3,12306.42,29.43,2023,7,3,2023-07
2023-07-05,Monitor 4K,Audio,West,Direct,70,83991.36,21621.14,25.74,2023,7,3,2023-07
2023-07-05,Smartphone X,Accessories,North,Online,36,61271.66,8102.47,13.22,2023,7,3,2023-07
2023-07-05,Printer Laser,Peripherals,Central,Retail,23,2730.18,471.12,17.26,2023,7,3,2023-07
2023-07-05,Smart Watch,Electronics,West,Retail,93,139015.64,47613.3,34.25,2023,7,3,2023-07
2023-07-05,Keyboard Mechanical,Computers,West,Retail,27,25329.0,3902.66,15.41,2023,7,3,2023-07
2023-07-06,Monitor 4K,Electronics,Central,Direct,23,23845.34,8193.87,34.36,2023,7,3,2023-07
2023-07-07,Webcam HD,Accessories,North,Retail,96,71309.05,25773.21,36.14,2023,7,3,2023-07
2023-07-07,External SSD,Computers,Central,Online,36,18052.66,3492.22,19.34,2023,7,3,2023-07
2023-07-07,Monitor 4K,Peripherals,North,Direct,63,80100.57,18210.23,22.73,2023,7,3,2023-07
2023-07-07,Monitor 4K,Accessories,East,Online,86,77562.77,30764.21,39.66,2023,7,3,2023-07
2023-07-07,Laptop Pro,Audio,East,Retail,56,79891.14,10769.9,13.48,2023,7,3,2023-07
2023-07-07,Keyboard Mechanical,Electronics,North,Direct,25,4661.76,539.05,11.56,2023,7,3,2023-07
2023-07-07,Webcam HD,Audio,East,Retail,92,74858.46,13566.01,18.12,2023,7,3,2023-07
2023-07-08,Webcam HD,Peripherals,North,Retail,6,1849.65,313.07,16.93,2023,7,3,2023-07
2023-07-08,Webcam HD,Computers,East,Direct,57,5663.17,684.2,12.08,2023,7,3,2023-07
2023-07-08,Monitor 4K,Audio,West,Direct,89,93780.22,23863.65,25.45,2023,7,3,2023-07
2023-07-08,External SSD,Peripherals,North,Retail,79,66588.22,23792.38,35.73,2023,7,3,2023-07
2023-07-09,Desktop Computer,Accessories,West,Direct,68,106033.09,31641.87,29.84,2023,7,3,2023-07
2023-07-09,External SSD,Peripherals,North,Online,38,55128.66,15278.41,27.71,2023,7,3,2023-07
2023-07-09,Mouse Gaming,Electronics,Central,Online,58,24291.98,6467.12,26.62,2023,7,3,2023-07
2023-07-10,Webcam HD,Computers,East,Online,4,5624.91,1682.25,29.91,2023,7,3,2023-07
2023-07-10,Keyboard Mechanical,Audio,East,Online,62,41249.48,12544.9,30.41,2023,7,3,2023-07
2023-07-10,Smartphone X,Electronics,North,Direct,30,47808.17,7795.87,16.31,2023,7,3,2023-07
2023-07-10,Printer Laser,Peripherals,Central,Direct,53,95566.07,29918.42,31.31,2023,7,3,2023-07
2023-07-10,Laptop Pro,Computers,West,Retail,91,45435.15,12149.32,26.74,2023,7,3,2023-07
2023-07-10,Smartphone X,Accessories,West,Direct,1,1609.98,517.96,32.17,2023,7,3,2023-07
2023-07-10,Wireless Headphones,Computers,North,Online,75,22423.31,5174.28,23.08,2023,7,3,2023-07
2023-07-10,Printer Laser,Computers,South,Direct,15,6073.04,1428.37,23.52,2023,7,3,2023-07
2023-07-10,Keyboard Mechanical,Peripherals,West,Online,34,19055.79,5930.38,31.12,2023,7,3,2023-07
2023-07-11,Monitor 4K,Peripherals,West,Online,21,32355.92,11289.93,34.89,2023,7,3,2023-07
2023-07-11,Mouse Gaming,Accessories,East,Direct,77,45189.97,16916.51,37.43,2023,7,3,2023-07
2023-07-11,Smartphone X,Accessories,West,Online,65,107507.52,25324.69,23.56,2023,7,3,2023-07
2023-07-11,Smartphone X,Audio,Central,Retail,85,37986.31,9310.3,24.51,2023,7,3,2023-07
2023-07-11,Wireless Headphones,Computers,North,Partner,14,24495.11,5637.3,23.01,2023,7,3,2023-07
2023-07-11,Smartphone X,Accessories,North,Online,49,3588.91,360.41,10.04,2023,7,3,2023-07
2023-07-12,Mouse Gaming,Accessories,Central,Online,10,6683.21,2509.79,37.55,2023,7,3,2023-07
2023-07-12,Keyboard Mechanical,Peripherals,South,Online,79,70148.85,21049.19,30.01,2023,7,3,2023-07
2023-07-12,External SSD,Electronics,South,Online,82,10097.73,2522.36,24.98,2023,7,3,2023-07
2023-07-12,Desktop Computer,Electronics,West,Direct,9,9369.3,3402.96,36.32,2023,7,3,2023-07
2023-07-12,External SSD,Computers,South,Online,48,61334.66,11150.21,18.18,2023,7,3,2023-07
2023-07-12,Desktop Computer,Accessories,West,Partner,76,63175.46,16459.38,26.05,2023,7,3,2023-07
2023-07-13,Printer Laser,Electronics,North,Direct,3,3747.3,645.28,17.22,2023,7,3,2023-07
2023-07-13,Printer Laser,Electronics,East,Online,13,9548.33,2621.5,27.46,2023,7,3,2023-07
2023-07-13,Monitor 4K,Peripherals,South,Online,3,3858.83,830.93,21.53,2023,7,3,2023-07
2023-07-13,Smart Watch,Audio,East,Direct,12,1845.13,666.45,36.12,2023,7,3,2023-07
2023-07-13,Monitor 4K,Computers,West,Retail,34,3607.66,615.63,17.06,2023,7,3,2023-07
2023-07-13,Monitor 4K,Peripherals,West,Direct,92,49431.36,15874.16,32.11,2023,7,3,2023-07
2023-07-13,Monitor 4K,Computers,West,Partner,65,90940.31,35494.46,39.03,2023,7,3,2023-07
2023-07-14,Wireless Headphones,Peripherals,South,Online,53,74050.86,17733.95,23.95,2023,7,3,2023-07
2023-07-14,Wireless Headphones,Peripherals,South,Retail,72,82002.66,18414.14,22.46,2023,7,3,2023-07
2023-07-14,Mouse Gaming,Audio,South,Direct,60,24468.1,4280.5,17.49,2023,7,3,2023-07
2023-07-14,Webcam HD,Audio,West,Partner,24,30399.18,6662.84,21.92,2023,7,3,2023-07
2023-07-14,Smartphone X,Electronics,West,Partner,60,52558.7,18876.51,35.92,2023,7,3,2023-07
2023-07-14,Tablet Plus,Electronics,South,Online,76,110465.32,18949.83,17.15,2023,7,3,2023-07
2023-07-14,Smart Watch,Accessories,Central,Online,55,65819.7,13041.83,19.81,2023,7,3,2023-07
2023-07-14,Mouse Gaming,Accessories,Central,Partner,97,190306.68,25892.32,13.61,2023,7,3,2023-07
2023-07-14,External SSD,Electronics,South,Retail,4,3339.12,338.34,10.13,2023,7,3,2023-07
2023-07-15,Printer Laser,Audio,South,Online,45,23461.59,2661.64,11.34,2023,7,3,2023-07
2023-07-15,Webcam HD,Accessories,South,Partner,80,138148.76,50979.75,36.9,2023,7,3,2023-07
2023-07-15,Printer Laser,Computers,East,Online,37,29217.25,4481.96,15.34,2023,7,3,2023-07
2023-07-16,Mouse Gaming,Audio,East,Partner,82,99967.91,17330.93,17.34,2023,7,3,2023-07
2023-07-16,Keyboard Mechanical,Accessories,West,Retail,76,79031.65,29456.76,37.27,2023,7,3,2023-07
2023-07-16,Laptop Pro,Accessories,West,Direct,74,134660.14,25725.4,19.1,2023,7,3,2023-07
2023-07-16,Smart Watch,Audio,Central,Retail,99,51397.98,9931.26,19.32,2023,7,3,2023-07
2023-07-16,Wireless Headphones,Peripherals,Central,Online,63,86636.02,30743.44,35.49,2023,7,3,2023-07
2023-07-16,External SSD,Peripherals,North,Partner,53,72759.97,8047.96,11.06,2023,7,3,2023-07
2023-07-16,Mouse Gaming,Accessories,Central,Online,22,22104.23,2555.32,11.56,2023,7,3,2023-07
2023-07-17,Tablet Plus,Peripherals,West,Direct,12,12657.57,2787.83,22.02,2023,7,3,2023-07
2023-07-17,Printer Laser,Accessories,East,Online,54,85644.6,18894.86,22.06,2023,7,3,2023-07
2023-07-17,Smart Watch,Accessories,Central,Partner,86,133896.4,18115.55,13.53,2023,7,3,2023-07
2023-07-17,Mouse Gaming,Accessories,East,Retail,76,63749.95,14245.75,22.35,2023,7,3,2023-07
2023-07-17,Printer Laser,Electronics,West,Partner,85,117134.7,39861.65,34.03,2023,7,3,2023-07
2023-07-17,Laptop Pro,Peripherals,South,Partner,78,63308.7,8009.43,12.65,2023,7,3,2023-07
2023-07-17,Smart Watch,Audio,Central,Direct,49,11930.16,1962.91,16.45,2023,7,3,2023-07
2023-07-18,Webcam HD,Accessories,East,Retail,5,3524.94,1084.49,30.77,2023,7,3,2023-07
2023-07-18,Mouse Gaming,Audio,North,Partner,76,75231.57,13777.03,18.31,2023,7,3,2023-07
2023-07-18,Keyboard Mechanical,Electronics,North,Partner,99,28022.95,11132.29,39.73,2023,7,3,2023-07
2023-07-19,Smart Watch,Peripherals,East,Retail,6,11552.13,3104.77,26.88,2023,7,3,2023-07
2023-07-19,Tablet Plus,Peripherals,Central,Online,3,2905.39,573.1,19.73,2023,7,3,2023-07
2023-07-19,Wireless Headphones,Peripherals,South,Retail,64,6880.05,2191.98,31.86,2023,7,3,2023-07
2023-07-19,Smartphone X,Accessories,South,Partner,90,69869.86,12112.83,17.34,2023,7,3,2023-07
2023-07-19,Keyboard Mechanical,Audio,Central,Online,53,29635.46,7464.33,25.19,2023,7,3,2023-07
2023-07-19,Laptop Pro,Electronics,West,Partner,68,69085.94,27228.36,39.41,2023,7,3,2023-07
2023-07-19,Smart Watch,Electronics,North,Online,100,75726.82,26805.99,35.4,2023,7,3,2023-07
2023-07-19,Desktop Computer,Peripherals,East,Online,58,46596.05,15345.07,32.93,2023,7,3,2023-07
2023-07-19,Monitor 4K,Peripherals,South,Direct,20,32179.4,7339.27,22.81,2023,7,3,2023-07
2023-07-19,Desktop Computer,Peripherals,West,Partner,72,91659.06,21815.02,23.8,2023,7,3,2023-07
2023-07-19,Smartphone X,Audio,North,Partner,74,36414.13,11204.26,30.77,2023,7,3,2023-07
2023-07-20,External SSD,Electronics,North,Online,23,13216.63,3438.78,26.02,2023,7,3,2023-07
2023-07-20,Laptop Pro,Computers,East,Partner,56,53298.46,20195.27,37.89,2023,7,3,2023-07
2023-07-20,Wireless Headphones,Accessories,West,Direct,92,20526.64,7239.0,35.27,2023,7,3,2023-07
2023-07-20,Mouse Gaming,Peripherals,West,Partner,6,9931.02,1487.29,14.98,2023,7,3,2023-07
2023-07-20,Monitor 4K,Accessories,West,Direct,75,139359.96,18758.44,13.46,2023,7,3,2023-07
2023-07-20,Keyboard Mechanical,Electronics,South,Partner,51,3223.01,643.52,19.97,2023,7,3,2023-07
2023-07-20,Keyboard Mechanical,Electronics,Central,Direct,50,5744.35,1830.1,31.86,2023,7,3,2023-07
2023-07-20,Wireless Headphones,Computers,South,Partner,85,80636.74,18936.74,23.48,2023,7,3,2023-07
2023-07-21,Laptop Pro,Electronics,East,Retail,57,106764.44,25311.22,23.71,2023,7,3,2023-07
2023-07-21,Monitor 4K,Peripherals,North,Partner,61,29083.13,11048.11,37.99,2023,7,3,2023-07
2023-07-21,Webcam HD,Computers,North,Direct,45,89173.34,10578.9,11.86,2023,7,3,2023-07
2023-07-21,Keyboard Mechanical,Computers,West,Direct,50,66703.0,17143.18,25.7,2023,7,3,2023-07
2023-07-21,Webcam HD,Electronics,Central,Retail,47,51233.83,11250.29,21.96,2023,7,3,2023-07
2023-07-21,Smart Watch,Electronics,North,Online,81,138242.31,15117.94,10.94,2023,7,3,2023-07
2023-07-22,Tablet Plus,Computers,West,Online,60,47595.66,13388.45,28.13,2023,7,3,2023-07
2023-07-22,Wireless Headphones,Accessories,West,Retail,92,73021.26,24008.53,32.88,2023,7,3,2023-07
2023-07-22,Printer Laser,Peripherals,West,Partner,86,64192.1,19042.07,29.66,2023,7,3,2023-07
2023-07-22,Tablet Plus,Audio,North,Retail,34,9708.3,3200.37,32.97,2023,7,3,2023-07
2023-07-22,Monitor 4K,Electronics,Central,Retail,35,45951.07,15990.48,34.8,2023,7,3,2023-07
2023-07-22,Keyboard Mechanical,Computers,South,Direct,29,37869.8,4232.46,11.18,2023,7,3,2023-07
2023-07-22,Mouse Gaming,Peripherals,West,Direct,37,5352.42,599.22,11.2,2023,7,3,2023-07
2023-07-22,Wireless Headphones,Peripherals,North,Retail,62,32874.44,5579.88,16.97,2023,7,3,2023-07
2023-07-22,Printer Laser,Peripherals,North,Direct,12,13886.27,4774.87,34.39,2023,7,3,2023-07
2023-07-22,Monitor 4K,Electronics,North,Partner,12,7224.87,2814.08,38.95,2023,7,3,2023-07
2023-07-23,External SSD,Peripherals,Central,Retail,37,72511.77,14976.05,20.65,2023,7,3,2023-07
2023-07-23,Mouse Gaming,Audio,Central,Online,68,8671.17,1660.34,19.15,2023,7,3,2023-07
2023-07-23,External SSD,Computers,South,Partner,7,11113.97,4346.65,39.11,2023,7,3,2023-07
2023-07-23,Laptop Pro,Peripherals,West,Partner,79,90995.38,14189.95,15.59,2023,7,3,2023-07
2023-07-23,Smartphone X,Computers,West,Partner,20,14691.51,3752.64,25.54,2023,7,3,2023-07
2023-07-23,Webcam HD,Audio,North,Partner,10,11922.59,4300.49,36.07,2023,7,3,2023-07
2023-07-23,Wireless Headphones,Computers,South,Direct,46,34079.83,12329.47,36.18,2023,7,3,2023-07
2023-07-24,Smart Watch,Accessories,East,Online,12,21845.72,6459.55,29.57,2023,7,3,2023-07
2023-07-24,Tablet Plus,Accessories,North,Online,96,32048.27,12260.18,38.26,2023,7,3,2023-07
2023-07-24,Monitor 4K,Electronics,North,Online,20,20164.3,4414.52,21.89,2023,7,3,2023-07
2023-07-24,Tablet Plus,Audio,East,Direct,39,5161.81,1808.57,35.04,2023,7,3,2023-07
2023-07-24,Monitor 4K,Computers,North,Direct,7,8336.51,3060.72,36.71,2023,7,3,2023-07
2023-07-25,Wireless Headphones,Peripherals,East,Partner,17,31387.51,12379.25,39.44,2023,7,3,2023-07
2023-07-25,Laptop Pro,Electronics,North,Online,76,110857.0,12828.88,11.57,2023,7,3,2023-07
2023-07-25,Tablet Plus,Accessories,East,Online,27,11068.86,2556.51,23.1,2023,7,3,2023-07
2023-07-25,Desktop Computer,Audio,Central,Direct,92,30294.41,4668.58,15.41,2023,7,3,2023-07
2023-07-25,Mouse Gaming,Peripherals,East,Partner,37,58695.2,13172.81,22.44,2023,7,3,2023-07
2023-07-25,Smart Watch,Peripherals,East,Partner,20,22587.17,9010.56,39.89,2023,7,3,2023-07
2023-07-26,Mouse Gaming,Computers,North,Online,51,2925.94,984.81,33.66,2023,7,3,2023-07
2023-07-26,Laptop Pro,Computers,West,Online,78,129319.02,44261.99,34.23,2023,7,3,2023-07
2023-07-26,Laptop Pro,Computers,West,Partner,96,186242.56,20276.42,10.89,2023,7,3,2023-07
2023-07-26,Keyboard Mechanical,Audio,North,Retail,61,102351.05,20715.45,20.24,2023,7,3,2023-07
2023-07-27,Tablet Plus,Peripherals,North,Retail,58,14849.89,3561.25,23.98,2023,7,3,2023-07
2023-07-27,Wireless Headphones,Peripherals,East,Retail,16,25102.88,9440.1,37.61,2023,7,3,2023-07
2023-07-27,Tablet Plus,Peripherals,Central,Online,91,106521.53,41694.33,39.14,2023,7,3,2023-07
2023-07-27,Wireless Headphones,Electronics,East,Direct,48,68731.35,21304.71,31.0,2023,7,3,2023-07
2023-07-27,External SSD,Audio,Central,Partner,13,25460.86,6805.94,26.73,2023,7,3,2023-07
2023-07-27,Desktop Computer,Computers,East,Direct,1,1670.73,428.21,25.63,2023,7,3,2023-07
2023-07-27,Laptop Pro,Computers,Central,Partner,60,26927.5,4136.89,15.36,2023,7,3,2023-07
2023-07-27,Smartphone X,Audio,West,Online,47,48274.64,10705.33,22.18,2023,7,3,2023-07
2023-07-27,Printer Laser,Computers,West,Online,81,125807.33,26195.38,20.82,2023,7,3,2023-07
2023-07-27,Smart Watch,Electronics,West,Partner,67,54273.76,21253.75,39.16,2023,7,3,2023-07
2023-07-27,Webcam HD,Peripherals,Central,Direct,63,34023.95,11311.88,33.25,2023,7,3,2023-07
2023-07-27,Smart Watch,Accessories,South,Partner,94,100208.67,18351.73,18.31,2023,7,3,2023-07
